,Unnamed: 0,Name,Entidad,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance,Nombre,Mes
197,16,2-8,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,-38819144,11615467,11870439,10074574,12833892,,2,8
198,17,2-8,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,14128937,12340749,47304455,55053843,57184257,,2,8
199,18,2-8,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,4624626,5491325,8665417,8187762,9756786,,2,8
200,19,2-8,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,8432263,8838251,11470068,11832197,13826930,,2,8
201,20,2-8,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,-7645469,6655016,11317910,9825833,9392045,,2,8
202,21,2-8,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,125977,5885080,4345368,5252568,4884298,,2,8
203,22,2-8,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,15707834,8665563,12108080,14439320,13116130,,2,8
204,23,2-8,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,4896331,13545655,11227153,12300876,10302003,,2,8
205,24,2-8,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1578243,1798220,3941889,4148083,5243295,,2,8
206,25,2-8,465: MUNICIPALIDAD METROPOLITANA DE LIMA,20242444,24169113,24093707,5130579,5220382,,2,8
207,0,2-9,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,28820716,2205178,16678685,17025151,16701092,,2,9
208,1,2-9,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,20465003,7421768,5242868,14384276,19380639,,2,9
209,2,2-9,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,16091192,14184371,12921043,11369147,11908985,,2,9
210,3,2-9,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,30378356,48963469,51097783,52297294,49803642,,2,9
211,4,2-9,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,-2700427,4714672,26475612,23091438,24942824,,2,9
212,5,2-9,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,3864842,7046612,23291911,21792541,13320881,,2,9
213,6,2-9,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,15029086,36242272,47040848,36718370,35663223,,2,9
214,7,2-9,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,6318058,15594185,11008243,12633330,12987998,,2,9
215,8,2-9,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,6199284,11816880,17742302,15909336,16133143,,2,9
216,9,2-9,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,4876326,9087400,8656570,14638260,8051269,,2,9
217,10,2-9,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,-5802788,-8764780,17909280,16943824,28268094,,2,9
218,11,2-9,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,4340254,11003884,7748348,7600069,16000360,,2,9
219,12,2-9,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,-2359481,1876269,4950012,6713020,6236801,,2,9
220,13,2-9,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,27620520,35777556,43653950,33264803,40891636,,2,9
221,14,2-9,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,2708100,4057995,6282225,6425735,5149310,,2,9
222,15,2-9,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,3692130,5220988,5402093,6003983,8090233,,2,9
223,16,2-9,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,55911514,15319830,11698153,15636936,12853049,,2,9
224,17,2-9,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,-11413968,9577318,22071725,36850878,43506819,,2,9
225,18,2-9,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,50425624,8853935,7799664,7175745,7045142,,2,9
226,19,2-9,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,10628538,6356275,7215460,7379094,7199811,,2,9
227,20,2-9,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,9643587,9858858,12357500,12102122,14086841,,2,9
228,21,2-9,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,36357242,26798971,26621733,3372437,3682118,,2,9
229,22,2-9,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,16438384,10663422,15820922,18405400,15568708,,2,9
230,23,2-9,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,4940299,6617192,18419410,9613485,21202893,,2,9
231,24,2-9,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,4020976,1581154,2899660,3009744,2304282,,2,9
232,25,2-9,465: MUNICIPALIDAD METROPOLITANA DE LIMA,3593671,21383255,13754275,3903181,2192104,,2,9
233,0,2-10,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,14861438,18555639,17345012,18576893,16951213,,2,10
234,1,2-10,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,21858727,10981738,15077135,15057656,9846508,,2,10
235,2,2-10,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,22997754,16538536,15919971,14423595,12224323,,2,10
236,3,2-10,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,24654664,28672121,29582198,29138682,31054914,,2,10
237,4,2-10,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,38788622,17660379,26432752,26491223,21363303,,2,10
238,5,2-10,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,15923682,20189068,25494086,18620696,24307241,,2,10
239,6,2-10,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,29547054,43480652,36665928,36726215,39688465,,2,10
240,7,2-10,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,8970056,32417694,18621648,18922462,19178706,,2,10
241,8,2-10,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,11936449,7431437,14604215,15491678,14875990,,2,10
242,9,2-10,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,4131380,8279035,4115550,10319054,16777262,,2,10
243,10,2-10,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,11231749,-8495207,16880385,14655531,18829867,,2,10
244,11,2-10,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,5684855,8007389,18811977,17469733,12938333,,2,10
245,12,2-10,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,-4481009,8233595,11121963,12305335,12456989,,2,10
246,13,2-10,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,3038757,10749061,28458027,36211526,19119048,,2,10
247,14,2-10,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,4825981,6189634,6379854,7213454,8246681,,2,10
248,15,2-10,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,5202486,6833773,7286549,7270215,6444825,,2,10
249,16,2-10,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,3904995,10135195,15861019,11322570,13855299,,2,10
250,17,2-10,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,43054264,44384048,35154064,49327583,36459890,,2,10
251,18,2-10,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,8889779,11157481,13605072,11797909,11589263,,2,10
252,19,2-10,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,1050695,11227625,9804181,9786142,11373841,,2,10
253,20,2-10,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,275720,6843176,9898304,10406200,9579928,,2,10
254,21,2-10,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,2773181,494966,1508400,4952420,4120213,,2,10
255,22,2-10,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,4401656,2358329,9715601,8085009,14863114,,2,10
256,23,2-10,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,10489844,4393007,7328891,7433843,6520628,,2,10
257,24,2-10,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,25437062,1038627,3491085,2938439,3132469,,2,10
258,25,2-10,465: MUNICIPALIDAD METROPOLITANA DE LIMA,271583,644524,8262778,7618474,6676231,,2,10
259,0,2-11,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,5298746,53195329,19249867,22062013,11243588,,2,11
260,1,2-11,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,-21166148,18098994,20624900,17210352,19167347,,2,11
261,2,2-11,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,28156364,24083413,25741835,20377045,16882945,,2,11
262,3,2-11,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,21354383,33199047,32388616,30925745,21424206,,2,11
263,4,2-11,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,45463542,35050308,34866435,34503111,36363066,,2,11
264,5,2-11,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,3957791,19820214,17425246,15793420,17814191,,2,11
265,6,2-11,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,16945888,36345971,41483102,42251662,37579300,,2,11
266,7,2-11,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,6624567,49902783,26199172,24918879,27142920,,2,11
267,8,2-11,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,23605038,31119588,30421379,16138849,15464434,,2,11
268,9,2-11,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,474003,1126660,1147638,5366526,5366361,,2,11
269,10,2-11,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,17895915,14273708,28463976,24855606,20639232,,2,11
270,11,2-11,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,334289,2433782,12173513,13305572,17206431,,2,11
271,12,2-11,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,-6202964,172225,6649586,9059509,10769224,,2,11
272,13,2-11,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,12817694,24188870,34954909,34072416,43749138,,2,11
273,14,2-11,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,6786247,7386344,8396834,7915843,7476262,,2,11
274,15,2-11,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,6076349,8585108,9425353,7774419,7202887,,2,11
275,16,2-11,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,8325343,19082563,19995863,21569747,16384300,,2,11
276,17,2-11,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,4982781,37854430,10777800,27953390,38615103,,2,11
277,18,2-11,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,6964252,221712,6989404,6293988,9465031,,2,11
278,19,2-11,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,395673,3653391,10042952,8739879,6045285,,2,11
279,20,2-11,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,15812038,10308848,11503520,11457721,12285231,,2,11
280,21,2-11,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,1021513,35400,651141,3380014,3736814,,2,11
281,22,2-11,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,7898610,8310393,12800957,12547219,11455564,,2,11
282,23,2-11,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,2590668,6172126,12475311,11184078,8259399,,2,11
283,24,2-11,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,49189,3983932,3722703,1859953,826553,,2,11
284,25,2-11,465: MUNICIPALIDAD METROPOLITANA DE LIMA,-938781,6359971,6291821,8971670,9043257,,2,11
285,0,2-12,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,18854755,29276136,69070353,60991861,49283443,,2,12
286,1,2-12,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,-17038465,14587743,20620668,22676309,14024381,,2,12
287,2,2-12,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,10606982,34306153,37164120,44388681,30925696,,2,12
288,3,2-12,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,86679147,140521470,105733968,48068245,33429437,,2,12
289,4,2-12,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,21249628,49162268,79316840,67544478,49850797,,2,12
290,5,2-12,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,10730997,116746278,249170004,31981261,22621449,,2,12
291,6,2-12,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,21539572,52533253,58873127,63662085,68276969,,2,12
292,7,2-12,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,21973835,54409768,76847626,69706399,21746865,,2,12
293,8,2-12,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,38689287,41881130,62375354,37746538,25310302,,2,12
294,9,2-12,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,5219886,5181166,12953575,18450308,12022841,,2,12
295,10,2-12,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,-38559749,64102149,147963872,53148349,28375162,,2,12
296,11,2-12,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,9396424,20992720,22272589,22818662,20516650,,2,12
297,12,2-12,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,10133491,17590297,28046436,28345773,24219365,,2,12
298,13,2-12,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,15143567,40349121,89913310,67320077,30026792,,2,12
299,14,2-12,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,3145817,7087641,10876424,14163749,9550788,,2,12
300,15,2-12,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,3453555,8012906,10249255,14229315,10827310,,2,12
301,16,2-12,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,13244930,123144629,124156753,23302826,24440459,,2,12
302,17,2-12,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,14307948,44938440,101372598,38383490,46131767,,2,12
303,18,2-12,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,52891450,93085068,97311010,25060431,15312587,,2,12
304,19,2-12,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,3826788,11126651,19961220,18843474,21036486,,2,12
305,20,2-12,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,7994958,24893787,27757621,19791302,13654534,,2,12
306,21,2-12,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,4706795,13379831,11399179,11476701,8325722,,2,12
307,22,2-12,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,37096188,46406794,64363697,50808893,30965169,,2,12
308,23,2-12,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,5911741,14838005,21621832,25298912,17073810,,2,12
309,24,2-12,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,9416735,25804261,26019085,17387914,5319799,,2,12
310,25,2-12,465: MUNICIPALIDAD METROPOLITANA DE LIMA,3575171,6376569,7510740,16409405,16953885,,2,12
311,0,3-1,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,2790,1890,1890,0,0,,3,1
312,1,3-1,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,139900,0,0,0,0,,3,1
313,2,3-1,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,3910343,0,0,0,0,,3,1
314,3,3-1,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,138777,0,0,0,0,,3,1
315,4,3-1,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,24993013,8453246,3589130,3641849,375990,,3,1
316,5,3-1,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,548644,143550,143550,143550,143550,,3,1
317,6,3-1,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,3867695,1618000,1618000,0,0,,3,1
318,7,3-1,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,4867500,851000,0,0,0,,3,1
319,8,3-1,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,1499159,1499159,0,0,0,,3,1
320,9,3-1,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,401863,2256,2256,0,0,,3,1
321,10,3-1,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,347612,0,0,0,0,,3,1
322,11,3-1,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,3875086,0,0,0,0,,3,1
323,12,3-1,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,985455,570,570,0,0,,3,1
324,13,3-1,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,3876011,3740111,3727711,1981611,0,,3,1
325,14,3-1,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,10431864,10363500,10363500,7369500,7369500,,3,1
326,15,3-1,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,319184,121024,3625,121024,0,,3,1
327,16,3-1,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,149900,149900,0,0,0,,3,1
328,17,3-1,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,664642,0,0,0,0,,3,1
329,18,3-1,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,1940320,0,0,0,0,,3,1
330,19,3-1,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1150000,0,0,0,0,,3,1
331,0,3-2,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1609665,1592458,1563533,1590966,1562041,,3,2
332,1,3-2,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,106780,17189,16967,0,0,,3,2
333,2,3-2,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,3876974,374131,294765,69958,3989,,3,2
334,3,3-2,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,5192535,60402,33711,1690,51,,3,2
335,4,3-2,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,3507209,2355259,971639,760,0,,3,2
336,5,3-2,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,192567,130664,130664,0,0,,3,2
337,6,3-2,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,1271814,5355760,5234500,3564661,3102566,,3,2
338,7,3-2,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,2217348,1164780,1164780,838468,838468,,3,2
339,8,3-2,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,9539325,0,0,1618000,0,,3,2
340,9,3-2,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,17424125,5923068,2201568,2201568,0,,3,2
341,10,3-2,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,15237213,5138899,6619159,0,0,,3,2
342,11,3-2,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,26378208,2586825,2378507,1717123,1714867,,3,2
343,12,3-2,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,38500,38500,38500,0,0,,3,2
344,13,3-2,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,17947504,775108,744838,119988,0,,3,2
345,14,3-2,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,144153,49853,49853,0,0,,3,2
346,15,3-2,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,803848,282739,256649,84098,37298,,3,2
347,16,3-2,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,262851,0,0,0,0,,3,2
348,17,3-2,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,8572282,4184310,4030162,5931973,3931674,,3,2
349,18,3-2,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,5282990,4999000,4999000,4906000,0,,3,2
350,19,3-2,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,3064406,2304037,2081046,5164318,4593385,,3,2
351,20,3-2,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,553907,50213,49973,4199,3625,,3,2
352,21,3-2,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,1697187,1226049,495949,149900,149900,,3,2
353,22,3-2,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,7173347,3496889,3496889,3027979,0,,3,2
354,23,3-2,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,9167239,8612614,8612614,8612614,0,,3,2
355,24,3-2,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1165200,1150000,1150000,0,0,,3,2
356,25,3-2,465: MUNICIPALIDAD METROPOLITANA DE LIMA,310291,228396,228396,0,0,,3,2
357,0,3-3,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,5171138,47008,75933,8797,3672,,3,3
358,1,3-3,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,88970,124621,120625,85595,85595,,3,3
359,2,3-3,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,1411278,1343015,1299469,977295,877205,,3,3
360,3,3-3,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,26413123,1652668,1599878,689505,90376,,3,3
361,4,3-3,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,11918407,12771561,13637923,10515138,1709449,,3,3
362,5,3-3,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,657471,2286,0,130664,130664,,3,3
363,6,3-3,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,9614941,10529642,3836611,2819940,477175,,3,3
364,7,3-3,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,11716976,445572,432133,363679,3262,,3,3
365,8,3-3,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,5046071,6733258,2727717,2522925,3775925,,3,3
366,9,3-3,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,2091644,4369988,8908393,8895788,9784456,,3,3
367,10,3-3,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,7047334,8705434,8724332,8378221,5282537,,3,3
368,11,3-3,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,7258779,14080660,13446173,3384084,1302424,,3,3
369,12,3-3,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,645662,296225,296225,77445,38545,,3,3
370,13,3-3,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,18694369,102227,74592,414450,384988,,3,3
371,14,3-3,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,1297493,167535,74055,72617,40485,,3,3
372,15,3-3,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,9238331,5087038,1730331,482878,348374,,3,3
373,16,3-3,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,108274,23719,22470,1930,0,,3,3
374,17,3-3,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,7464557,145166,143973,131538,1879220,,3,3
375,18,3-3,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,2800484,1037748,1037748,666510,1018890,,3,3
376,19,3-3,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,574258,1256731,133211,-64123,505188,,3,3
377,20,3-3,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,770423,369047,336914,31790,87781,,3,3
378,21,3-3,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,9291613,1122172,1945172,1328257,1231952,,3,3
379,22,3-3,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,611779,1096618,1012088,999808,220,,3,3
380,23,3-3,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,135028,86028,0,0,2925771,,3,3
381,24,3-3,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,5955120,7087120,7087120,4068536,4068536,,3,3
382,25,3-3,465: MUNICIPALIDAD METROPOLITANA DE LIMA,-81895,0,0,228396,228396,,3,3
383,0,3-4,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1806228,2089903,2089903,2091060,48013,,3,4
384,1,3-4,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,2046630,2083050,2079150,1942750,1942750,,3,4
385,2,3-4,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,2449621,2841027,881046,862457,690222,,3,4
386,3,3-4,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,15552144,1366994,1347237,792271,724380,,3,4
387,4,3-4,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,4515747,1081460,973482,388006,5614103,,3,4
388,5,3-4,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,5970360,5148174,5148174,0,0,,3,4
389,6,3-4,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,6506597,2439046,4006306,3252478,6282418,,3,4
390,7,3-4,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,16855,1357687,1361603,56790,358230,,3,4
391,8,3-4,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,475852,3750380,3836820,3957406,4050203,,3,4
392,9,3-4,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,1025320,1091018,862723,744828,1263126,,3,4
393,10,3-4,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,268620,1472652,1442662,8329290,3151830,,3,4
394,11,3-4,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,4142179,8087226,2083843,6192841,2404021,,3,4
395,12,3-4,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,962414,564414,533758,257280,296180,,3,4
396,13,3-4,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,503835,6601627,6648433,2652917,2572037,,3,4
397,14,3-4,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,5766153,1024107,921861,178988,58000,,3,4
398,15,3-4,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,4769230,999443,4267466,3879906,3904921,,3,4
399,16,3-4,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,640969,265174,266423,179634,1930,,3,4
